DEFAULT,LOAN,MORTDUE,VALUE,YOJ,DEROG,DELINQ,NINQ,CLNO,DEBTINC
0,12700,149272,176467,7,0,0,1,55,33.90232001
0,12700,29471,48362,9,0,0,0,4,36.0206079
0,12700,72760,83604,6,2,3,3,29,37.36856046
0,12700,,41396,0,0,0,1,8,27.98946659
0,12700,79383,107590,5,0,0,2,14,33.5811165
1,12700,30428,47387,2,0,0,0,36,38.8741586
0,12700,103034,124116,2,0,0,0,25,31.60310093
0,12700,58293,82594,13,0,0,0,23,36.70044554
0,12700,30061,58714,29,0,0,0,19,20.6379176
0,12700,27459,38577,16,0,0,0,9,31.60566546
0,12700,77068,98436,7,0,1,0,34,33.46369747
0,12700,130867,201245,0,0,1,0,15,40.16882702
0,12700,61840,73541,1,0,0,2,35,41.65169171
0,12700,79898,101989,9,2,0,1,29,29.30607111
0,12700,105293,121416,14,0,0,0,16,35.28716643
0,12700,60122,93741,0,0,0,1,3,42.10934773
0,12700,72164,104220,10,0,0,0,13,37.53996336
0,12700,48139,64842,0,1,0,2,13,26.54684008
0,12700,9038,65969,7,1,1,0,22,13.34721268
0,12700,59440,88690,0,0,0,3,11,37.83827353
0,12700,53199,82567,3,0,1,0,13,27.39038041
0,12700,58606,83010,1,0,0,3,11,35.99961072
0,12700,159661,183244,7,,1,4,26,43.76819178
0,12700,107653,129752,8,0,0,2,32,29.46672103
0,12700,37346,53511,23,0,0,0,22,39.43166373
0,12800,99160,114619,2,0,0,0,22,35.94987705
0,12800,66293,92423,27,0,0,1,14,41.23216256
0,12800,117391,210072,1,0,0,1,14,27.12488931
0,12800,54546,62906,3,0,0,1,16,28.64818571
0,12800,49349,70078,9,0,0,0,17,31.75405395
0,12800,56516,78392,0,0,1,0,13,27.33744139
1,12800,40932,72172,20,0,0,0,16,37.51836575
0,12800,100241,113073,17,0,1,1,15,39.46758845
0,12800,73624,103213,10,0,0,0,20,19.55727283
0,12800,,,,,,,,25.13244854
0,12800,,,,,,,,24.65967048
0,12800,206527,227737,11,0,0,0,22,31.12184071
1,12800,54151,83828,13,0,0,0,16,23.47742628
1,12800,81030,100333,11,0,1,4,29,42.31937039
0,12800,67867,78660,3,,,,34,30.01090961
0,12800,48437,65311,0,1,0,0,21,29.51628985
1,12800,51800,68000,6,,,,,
1,12800,111000,124500,7,1,0,2,40,
0,12800,76783,95007,6,0,0,2,26,42.15361693
0,12800,58592,87002,13,0,0,0,24,37.53107709
0,12800,11986,48309,23,0,0,0,20,28.49386194
0,12800,46043,62531,4,0,0,0,13,26.10080257
0,12800,42801,51123,23,0,1,0,22,39.38959461
1,12800,67060,83989,9,,3,2,24,43.57230751
0,12800,91040,114331,12,0,0,0,26,34.74718504
0,12800,71531,87256,26,0,0,1,14,40.37613759
0,12800,75139,105289,8,0,0,0,35,31.21070474
0,12800,77318,97616,6,0,0,2,27,39.46266339
0,12800,85251,114023,1,1,2,0,33,31.91327241
0,12800,79151,110583,4,0,0,1,13,33.58669163
0,12800,29100,39264,7,0,0,2,12,31.28306102
0,12800,81694,101680,0,0,0,1,22,40.1115783
0,12800,68729,90127,23,0,0,1,14,39.42448779
0,12900,69770,87000,6,0,0,3,19,
1,12900,94000,,8,0,1,0,19,
0,12900,34655,57787,31,0,0,0,18,21.4155043
0,12900,64245,83823,13,0,0,3,36,40.56013033
0,12900,39401,53758,22,0,0,0,23,38.68944062
0,12900,58566,74655,5,,,,24,39.97705119
0,12900,105638,112608,17,0,2,2,16,39.67790581
0,12900,59191,72716,2,0,0,1,17,35.55817128
1,12900,29891,76571,2,0,0,3,11,31.45850053
0,12900,151991,179521,6,0,0,0,55,34.19175206
0,12900,102905,117694,1,0,0,1,21,35.86546621
0,12900,92734,114285,11,0,0,0,24,28.66341681
0,12900,87270,97929,0,0,0,1,20,34.69636554
0,12900,90646,100744,19,0,0,3,23,31.52637971
0,12900,66126,84472,2,,,,34,29.99503841
0,12900,67038,110955,9,0,0,0,12,37.08598608
0,12900,89510,102628,20,0,0,3,24,28.53735409
1,12900,46266,62000,7,0,0,5,18,
0,12900,83886,100782,5,0,0,1,27,27.97970643
0,12900,31498,42695,14,0,0,0,9,31.99275348
0,12900,149297,177044,4,0,0,0,56,34.97573417
1,12900,117900,143433,6,0,0,0,35,47.61976353
0,12900,55673,64582,4,0,0,0,14,26.98743734
0,12900,88304,122178,10,0,0,0,12,41.42995887
0,12900,50636,57838,0,1,0,1,13,28.81347094
0,12900,52353,62740,2,0,0,0,13,37.3575814
0,12900,89492,110007,10,0,2,0,28,32.82003727
0,12900,19688,77998,20,0,2,0,12,22.83907899
0,12900,70167,90812,25,0,0,2,13,40.22569567
0,12900,45215,66162,4,0,0,0,14,39.24801492
0,12900,56957,73181,29,1,3,1,23,36.39479545
0,12900,56798,71364,1,0,0,0,9,33.02128407
0,12900,61031,71550,28,0,2,0,23,34.80242878
0,12900,18106,37881,8,0,0,0,10,20.51596186
1,13000,64499,86000,1,0,0,0,19,
0,13000,15374,59309,6,2,0,1,21,15.82361555
0,13000,27787,44901,8,,1,7,28,38.35512561
0,13000,81972,102295,5,0,0,0,26,24.72083108
0,13000,,28981,28,0,0,0,4,25.7409307
0,13000,61509,77065,6,0,0,2,17,35.39086131
0,13000,80587,110064,6,0,0,1,13,33.99003975
0,13000,72931,96803,6,0,0,2,18,41.05223501
1,13000,29461,49326,11,0,0,1,8,38.91799988
0,13000,78766,106450,6,0,0,0,26,24.87099388
0,13000,49268,72430,19,0,0,0,15,23.61710487
0,13000,39386,53149,4,0,0,1,16,38.52175901
0,13000,67395,94355,8,0,0,3,28,40.97046682
0,13000,53951,70095,28,0,3,1,24,36.72874424
0,13000,,72175,,0,0,0,6,36.56113974
0,13000,29196,42682,9,,0,6,28,37.29840496
0,13000,96172,112123,14,0,0,1,18,36.22557157
0,13000,88614,116994,13,0,2,0,28,32.61950164
0,13000,16913,48587,23,0,0,0,20,30.62263556
1,13000,125969,144076,4,0,0,2,30,48.9777317
1,13000,70000,90704,15,0,3,0,37,
1,13000,34000,65000,4.5,0,1,2,24,
0,13000,38200,64764,4,0,0,3,18,
0,13000,6793,47700,4,0,0,0,16,
0,13000,59000,83187,,0,0,0,20,
0,13000,61612,99132,8,0,0,1,12,
0,13000,,25425,13,,,2,9,
0,13000,20200,37245,21,0,1,2,16,
1,13000,7200,24869,0.7,9,1,0,9,
1,13000,41193,58000,18,3,2,4,7,
1,13000,36223,,9,1,0,0,14,
1,13000,43744,60000,22,0,1,1,15,
1,13000,94941,120000,0.1,0,0,0,21,
1,13000,137618,159000,9,2,6,6,37,
1,13000,47000,60000,1,0,0,3,12,
1,13000,177000,200000,3,0,2,1,50,
1,13000,60000,86400,12,0,2,0,28,
1,13000,111000,137813,6,2,2,3,65,
1,13000,152029,173750,20,0,0,7,5,
0,13000,26863,44218,10,0,0,2,11,29.11293616
0,13000,110094,145807,2,0,0,0,45,35.04547106
0,13000,66014,85528,4,2,3,2,30,39.41871848
0,13000,61865,72045,0,0,0,2,34,42.56558229
0,13000,,25552,28,0,0,0,5,25.50782049
0,13000,77355,114400,,,,,,
0,13000,44875,57713,0,1,0,1,12,28.60207607
0,13000,110097,210595,3,0,0,0,15,29.32751367
0,13000,60719,73677,11,0,0,0,26,27.31010697
0,13000,80277,106799,3,0,0,2,14,37.29777299
0,13000,40996,58938,,,,,,35.80961273
0,13100,48153,70059,11,0,0,0,18,30.89311822
0,13100,70878,86743,10,0,0,0,11,39.78440826
0,13100,74832,98616,6,0,0,1,26,27.02148065
0,13100,59608,72561,30,1,2,1,24,36.61107299
0,13100,69259,75149,11,0,0,3,37,40.73560441
1,13100,,,0.75,,,,,
0,13100,64897,81598,7,0,0,0,34,26.50010508
0,13100,,47568,0,0,0,0,8,25.83678517
1,13100,22422,34800,2.6,2,0,1,3,
0,13100,82411,103833,21,0,0,4,24,29.21582663
0,13100,70368,87407,2,0,0,3,26,29.66798564
0,13100,,65933,0,0,0,0,0,3.657370718
0,13100,50552,59889,4,0,0,0,13,38.76331381
0,13100,73987,106557,9,0,0,1,13,37.00852693
0,13100,61853,73480,13,0,0,0,26,28.73085117
0,13100,97287,123281,9,0,0,0,26,34.17834568
0,13100,59460,72387,29,1,2,0,24,34.78513256
1,13100,54000,74750,14,1,0,0,9,
0,13100,58039,68558,29,1,2,1,23,37.34734877
0,13100,44817,59544,,0,0,0,15,41.60981324
0,13200,155478,183646,5,0,0,1,55,35.60287536
0,13200,,69139,0,1,0,0,1,1.565931047
0,13200,70069,88303,3,0,0,2,25,29.06412827
0,13200,69195,79252,13,0,0,3,37,41.90560462
0,13200,69697,91722,24,1,0,1,14,39.75217179
0,13200,58549,81381,13,0,0,0,24,38.41275614
0,13200,15346,30809,7,0,1,0,16,18.10528202
1,13200,65372,81426,4,,1,3,29,38.93416913
1,13200,65997,88000,2,0,0,2,25,
0,13200,93254,125738,3,0,3,0,25,42.73666557
0,13200,22270,38437,5,0,1,0,17,20.64319968
0,13200,77241,112904,5,0,0,2,14,34.53524372
0,13200,81654,114333,5,0,0,1,13,33.74336765
0,13200,71775,80480,0,0,0,3,25,29.26799242
0,13200,28428,34477,0,,,,,39.37026271
0,13200,59422,88308,,0,0,0,19,29.95255446
0,13200,117985,138969,16,,1,0,33,29.95423093
1,13300,58000,75000,6.6,0,1,1,33,
0,13300,96201,124892,3,0,3,0,26,40.10275183
0,13300,76663,96022,10,2,0,1,30,27.04500676
0,13300,80059,121790,,,,,,34.5618314
0,13300,61414,72101,12,0,0,0,27,27.28688203
0,13300,81944,108768,5,0,0,1,13,33.86964175
1,13300,67483,85454,16,0,2,1,14,30.37586285
1,13300,60014,75695,1,0,,1,20,40.20667111
0,13300,64002,88174,3,,,,34,29.79823118
0,13300,,72583,1,0,0,0,0,3.72042142
0,13300,35000,44195,8,0,0,0,4,35.24312086
0,13300,14212,57608,3,0,0,0,16,15.91676921
0,13300,57878,69907,1,0,0,2,35,41.11915349
1,13300,45860,63500,7,0,0,4,9,
0,13300,153411,182014,7,,0,3,25,41.98711554
0,13300,44509,72292,3,0,0,3,17,37.05572455
0,13300,38232,59482,,,,,,36.02710417
0,13300,81574,103760,6,0,0,0,27,24.76962193
0,13300,86360,116111,8,0,0,0,24,32.01270136
0,13300,85532,115800,11,0,1,0,27,34.23139353
0,13300,,27136,27,0,0,1,4,23.80714773
0,13300,74609,115056,6,0,0,2,14,36.86921264
0,13300,66174,79957,2,,,,34,31.56344122
0,13300,66502,78138,4,0,0,1,16,33.79509124
0,13300,79512,92224,9,0,0,4,22,38.94860467
0,13300,55505,76841,0,0,0,0,10,32.96863267
0,13300,50039,63784,3,0,0,0,13,27.86558873
1,13300,25698,58760,15,0,0,1,10,30.96207665
0,13300,44952,56394,,0,0,0,14,41.0603207
0,13300,49491,69028,16,0,0,0,15,24.87750841
0,13400,53699,68084,3,0,0,0,14,25.10971349
1,13400,131524,148356,4,1,0,2,29,48.34023474
0,13400,156455,180313,6,,1,4,25,40.2473728
0,13400,53294,69042,0,0,0,0,9,36.30954976
0,13400,88810,102409,19,0,0,4,24,31.33641826
0,13400,102700,121216,3,0,0,1,25,34.95327869
1,13400,58307,71810,9,0,2,2,32,36.94779822
0,13400,9698,65524,9,1,0,1,21,15.76191917
0,13400,98701,129679,10,0,0,2,32,29.54928351
1,13400,111000,131000,14,0,0,2,26,
0,13400,67941,84973,6,1,3,3,30,37.42893752
0,13400,51225,69361,0,0,0,0,21,28.95306771
0,13400,94102,114147,2,0,0,0,21,36.80162473
0,13400,30507,47990,7,,0,6,29,38.92926589
0,13400,65662,92050,2,0,0,1,3,42.00939008
0,13400,78465,97506,5,3,0,1,21,24.47029999
1,13400,5900,55320,3,2,2,3,16,19.089301
0,13400,60174,81944,1,0,0,3,9,36.22986386
0,13400,100784,118708,15,0,0,0,16,36.1587181
0,13400,69612,87728,3,,,,35,30.44483907
0,13400,66737,71117,0,0,0,2,34,40.94386627
0,13400,95084,117279,4,0,0,0,21,39.24466948
0,13400,,33664,13,,,2,8,31.61392956
0,13400,87175,115530,13,0,1,1,27,33.90005642
0,13500,68262,93841,26,0,0,1,14,40.75298037
0,13500,59941,69336,29,1,2,1,24,35.51267298
0,13500,63572,102739,7,0,0,0,12,34.91379344
0,13500,88738,114815,9,0,0,0,12,41.07711783
0,13500,63150,77787,10,0,0,0,27,29.33014205
0,13500,71698,93536,6,0,0,2,19,42.81473465
0,13500,59352,87767,,0,0,0,19,28.1182969
0,13500,40023,67357,,,,,,38.31942585
0,13500,44586,73764,2,0,0,0,21,29.96620202
0,13500,40786,66872,,,,,,35.36413972
0,13500,91734,114906,12,0,0,3,15,38.10420812
0,13500,82036,104261,4,0,1,0,33,39.2941028
0,13500,109258,126101,2,0,0,1,25,33.53988748
1,13500,73000,97000,12,1,0,0,23,
1,13500,70000,93500,25,0,0,0,46,
0,13500,47900,135500,2,0,0,5,43,
0,13500,42000,62800,6,0,0,2,12,
1,13500,65000,,14,0,2,4,34,
1,13500,80223,108491,4,0,4,2,27,
1,13500,83673,109000,2.3,0,1,3,57,
1,13500,28000,85999,0,6,4,6,37,
0,13500,89184,116848,13,0,0,1,18,36.01089152
0,13500,116123,145597,3,0,0,0,46,34.69906743
0,13500,67180,85634,5,0,0,0,35,28.52255337
0,13500,92989,111120,13,0,0,3,15,39.52184453
0,13500,48832,144065,1,0,0,4,43,42.69239671
0,13500,117604,136099,15,,0,1,32,31.63052886
0,13500,124696,200707,0,0,1,0,16,39.55070302
0,13500,117321,138746,14,,1,0,33,31.48679667
0,13600,94727,112683,11,0,0,3,15,37.71410706
0,13600,66754,80156,5,0,0,3,26,31.55270697
0,13600,64799,84425,14,0,0,0,24,36.85085748
0,13600,115816,212995,1,0,0,1,14,26.3251112
0,13600,,35396,11,,,1,8,32.66950311
0,13600,,71904,0,0,0,0,0,3.265083387
0,13600,87294,115183,11,0,2,0,28,35.54980874
0,13600,66178,104378,6,0,0,0,11,36.43846627
0,13600,89937,110986,14,,2,1,17,33.74711583
0,13600,58539,67899,29,1,2,1,23,37.13442194
0,13600,66098,76014,12,0,0,1,32,43.39620459
0,13600,18232,75898,19,0,2,0,12,21.26089485
0,13600,55901,87519,13,0,1,0,23,36.3270224
0,13600,41000,73440,4,0,0,1,9,
0,13600,55864,87500,9,0,0,0,20,
1,13600,30200,43600,0,8,1,0,18,
1,13600,70000,88000,16,0,0,0,0,
0,13600,90519,110885,12,0,0,3,16,39.66605441
0,13600,12724,52016,24,0,1,0,19,28.17242611
0,13600,81620,101933,1,0,0,0,22,41.61289898
0,13600,7627,59173,7,2,0,1,22,14.26712754
0,13600,159591,182585,7,,1,3,25,42.31951831
0,13600,101377,131079,10,0,0,2,32,27.96913798
0,13600,39997,56571,6,0,0,2,15,38.77313698
0,13600,67354,81255,10,0,0,4,36,41.62539858
0,13600,13202,50848,3,0,0,0,16,16.77857669
0,13600,112223,144451,0,0,0,1,45,35.31021701
0,13700,94650,109650,3.5,0,1,1,34,
0,13700,81378,108628,12,0,2,0,27,32.65202263
0,13700,96225,112676,2,0,0,1,22,38.78104826
0,13700,38981,67536,,,,,,35.18815986
0,13700,84761,95382,,0,0,1,25,41.96010591
1,13700,74147,92427,7,0,3,0,33,39.27246634
0,13700,89345,105590,6,0,0,2,37,43.47167729
0,13700,80300,98088,1,0,0,0,20,36.5165325
0,13700,90714,120292,11,0,0,0,13,40.30430134
1,13700,59012,81465,12,0,0,0,31,
0,13700,35825,66612,22,0,0,2,29,26.70247344
0,13700,27536,45819,7,0,0,2,12,28.70919291
0,13700,70018,89803,24,0,0,1,13,39.38990883
0,13700,58788,87260,14,0,0,0,24,36.66531854
1,13700,46000,81000,1.5,0,1,0,25,
0,13700,64486,84759,4,2,3,3,29,37.07341346
0,13700,86161,106737,22,0,0,4,23,29.40952403
0,13700,12577,41075,7,0,0,0,10,22.96477273
0,13700,95065,123858,9,0,0,0,27,34.59683753
0,13700,74015,113766,7,0,0,2,14,36.39536633
0,13700,32942,40143,8,0,0,2,12,30.26836885
0,13700,96597,120380,13,0,0,1,17,34.31543721
0,13700,70763,78449,12,0,0,5,36,40.56198365
0,13700,53094,79069,2,0,2,0,13,29.55636639
0,13700,60623,83979,,0,0,0,20,29.48252787
0,13700,84996,112522,9,0,1,0,28,32.84350491
0,13700,46611,65031,2,0,0,0,13,37.70515917
0,13700,77824,94840,6,0,0,3,19,43.33534671
0,13700,88654,114011,10,0,0,0,25,30.97173013
0,13700,73600,92000,9,1,2,,42,
0,13700,59530,81068,0,0,0,3,10,37.84664809
0,13800,,44459,4,,,,9,21.5328971
0,13800,73688,94071,9,0,0,2,28,41.48214297
0,13800,94843,125541,2,0,2,0,26,42.30523974
0,13800,57481,89421,9,0,0,0,19,22.64339555
0,13800,76537,108747,5,0,0,1,14,34.2526057
0,13800,77130,127000,15,0,0,0,19,
1,13800,35807,40700,1,0,0,1,17,
0,13800,40674,61216,,0,0,2,19,40.99070382
0,13800,31974,44417,7,0,0,1,12,30.42242943
0,13800,85805,135789,15,0,0,0,18,27.86907921
0,13800,18714,47905,25,0,0,0,19,29.47966234
0,13800,,43082,0,0,0,0,9,26.16601382
0,13800,21711,32357,7,0,0,0,17,20.3331556
0,13800,85969,101664,0,0,0,0,19,36.83942264
0,13800,75142,95667,19,0,0,10,24,33.38331418
1,13800,65178,79000,11,0,3,1,23,
0,13800,152441,184723,6,,0,3,25,40.82734463
0,13800,78645,130104,16,0,0,0,19,29.96660243
0,13800,67762,80748,8,0,0,0,35,27.19410701
1,13800,97778,116814,15,1,3,1,22,23.20471329
0,13800,,44092,5,,,,10,20.6823774
0,13900,57700,74350,8.5,,,,,
1,13900,77699,92587,13,0,2,0,36,39.19614946
1,13900,,,4,0,2,0,15,35.77489179
0,13900,11413,81273,7,0,0,0,14,19.62614951
0,13900,64356,88028,13,0,0,0,24,39.00850812
0,13900,96326,144668,15,0,0,5,21,34.12275351
0,13900,41641,53200,,0,0,0,15,42.40363421
1,13900,56710,59348,14,2,1,0,39,24.39371452
0,13900,68876,90813,,0,0,0,19,31.16414999
0,13900,62968,84947,13,0,0,3,37,42.23618914
0,13900,65437,94518,10,0,0,0,19,21.29607532
0,13900,155486,178789,7,,1,4,26,41.17671183
0,13900,80960,100730,0,0,0,0,22,40.19530694
0,13900,62103,80000,5.5,0,0,1,20,
0,13900,78442,105065,0,0,0,0,19,34.75170874
0,13900,,40881,0,0,0,1,8,25.94071095
0,13900,84427,114209,12,0,2,0,27,33.35187025
1,13900,144263,167164,8,2,6,5,38,91.61259998
0,13900,95351,117381,12,0,0,0,11,41.01100137
0,13900,71425,81012,2,0,0,2,26,32.17503606
1,13900,51653,85578,13,0,0,0,7,41.69337722
0,13900,80836,93912,5,2,0,0,20,23.91634661
0,13900,127259,194233,1,0,1,0,16,40.10765909
1,13900,103030,114131,3,0,0,0,0,38.39422244
1,13900,,80868,18,0,0,1,7,43.31320023
0,13900,85358,101401,0,0,0,0,22,40.11441144
0,13900,88746,108160,9,0,0,0,25,30.95143737
0,13900,77007,96718,8,2,0,0,30,26.43131452
0,13900,50415,68166,10,0,0,0,17,33.77003753
0,13900,48110,63601,5,0,0,1,12,29.96468739
0,13900,63831,81378,9,,,,,24.37105048
0,13900,,27779,12,,,1,9,34.1663452
0,13900,47741,69111,2,0,0,0,21,28.88561818
0,13900,33403,69878,8,0,0,1,16,23.73521616
0,14000,99652,113012,17,1,0,0,16,35.45381036
0,14000,51721,61193,0,0,0,2,12,25.81001106
1,14000,,28992,,0,0,2,14,
0,14000,,,,,,,,25.68971094
0,14000,92583,114379,10,0,0,0,27,34.1307686
0,14000,37019,57125,,0,0,0,15,41.63705877
0,14000,,58407,8,0,0,0,15,
0,14000,83645,101615,5,0,0,0,26,28.29673484
1,14000,67881,93390,,,,,,
1,14000,,42500,,,,,,
0,14000,62000,88500,9,,,0,11,
0,14000,27872,48125,10,0,0,1,10,
0,14000,42767,60950,7,0,1,3,49,
0,14000,92739,125000,6,,,3,42,
0,14000,32000,48500,4,0,0,1,35,
0,14000,42000,60000,27,1,0,1,17,
1,14000,64000,78000,7.4,0,0,0,20,
1,14000,65000,,23,0,3,1,15,
1,14000,139000,159000,13,0,1,1,32,
1,14000,85200,,8,1,0,4,17,
1,14000,46400,,18,0,1,1,14,
1,14000,49207,70525,3,3,3,2,51,
0,14000,46541,64338,0,0,0,1,12,28.36479851
0,14000,59736,97411,7,0,0,1,19,20.11698203
0,14000,63451,105702,8,0,0,1,12,33.90306382
0,14000,50890,68722,8,0,1,2,49,29.44804553
0,14000,73062,88783,6,0,0,2,18,42.25458004
0,14000,43173,65985,5,0,0,3,18,37.14869173
1,14000,,,17,0,7,0,12,18.19428042
0,14100,98856,143292,13,0,0,4,21,37.4582804
0,14100,79345,135554,15,0,0,0,19,29.17813328
0,14100,36309,53321,8,0,0,1,10,19.18791401
1,14100,52302,63589,6,0,0,4,8,34.79283165
0,14100,59402,91057,8,0,0,0,20,22.02326465
0,14100,54081,68577,8,0,0,0,17,33.08901751
1,14100,43927,60000,0,0,0,12,8,
0,14100,51723,77207,21,0,0,0,15,25.09214722
0,14100,81894,98285,6,0,0,1,26,42.28213788
0,14100,86730,117667,1,0,2,0,34,31.98051047
0,14100,86996,108452,19,0,0,4,24,29.77894608
0,14100,49927,67761,26,0,0,1,16,36.59939111
0,14100,65994,80037,8,,,,,27.73520406
1,14100,61036,84979,1,0,0,2,23,50.27621494
0,14200,102512,128657,8,0,0,3,32,27.54114088
0,14200,84718,103804,21,0,0,4,23,30.63534815
0,14200,34558,40754,8,0,0,2,11,31.04118388
0,14200,,31671,13,,,2,8,33.21510402
0,14200,94696,121528,10,0,0,0,12,39.64882408
0,14200,44412,72946,19,0,0,0,15,23.77320187
1,14200,68750,88627,10,0,1,0,32,34.6399614
0,14200,46320,62044,6,0,0,2,49,29.05790842
0,14200,73533,88924,21,0,0,10,23,36.47070702
0,14200,71979,86443,2,0,0,3,25,32.13676623
1,14200,100663,122021,0,0,0,0,20,43.79745956
1,14200,,49060,,,,,,24.701642
0,14200,100664,129166,4,,,2,41,38.74675979
0,14200,64235,76965,9,,,,,24.83595792
0,14200,60570,74648,2,0,0,2,35,40.2897613
0,14200,102789,123691,3,0,0,1,26,31.33876448
0,14200,83231,99400,6,0,0,1,26,27.17296471
1,14300,52260,73000,0.6,1,3,0,17,
0,14300,43826,70517,0,0,0,0,20,28.83993348
0,14300,85631,100000,20,0,0,3,23,30.13063638
0,14300,19111,49794,23,0,0,0,19,30.93367839
0,14300,67018,81805,1,0,0,3,25,30.68621875
0,14300,,63319,0,0,0,0,0,3.9608595
0,14300,111623,127049,2,0,0,1,26,34.42963198
0,14300,60811,89324,8,0,0,0,20,20.98981184
0,14300,45615,80818,4,0,0,0,9,28.73834319
0,14300,81000,100000,30,,1,2,50,
0,14300,21828,38000,17,1,0,1,17,
1,14300,37000,54000,0,0,0,2,26,
0,14300,33261,41835,9,,0,6,28,40.50295999
0,14300,93989,117410,10,0,0,0,12,39.87750077
0,14300,85478,113372,9,0,0,1,36,40.77814232
0,14300,,41870,0,0,0,0,8,27.60891892
0,14300,,29115,14,,,2,7,32.76978633
0,14300,94062,102052,14,,2,1,17,35.71661211
0,14300,80299,123339,,,,,,35.31117092
0,14300,31607,70118,6,0,0,0,15,23.0629138
0,14300,52608,76936,0,0,0,0,9,34.09538404
0,14300,70322,88626,3,0,0,2,26,32.64754112
0,14300,89984,121189,4,0,2,0,25,41.61332522
0,14400,64500,83000,10,0,0,3,11,
0,14400,34291,68444,6,0,0,1,15,21.98106645
0,14400,77366,130330,14,0,1,1,18,28.1716511
0,14400,63671,70982,0,0,0,1,34,42.79163252
0,14400,,69712,0,0,0,0,0,2.553521964
0,14400,20996,41987,9,0,0,0,10,21.11871262
0,14400,32683,48467,11,0,0,0,10,21.46972396
0,14400,46955,67304,2,0,0,0,13,36.55518895
0,14400,61121,88844,,0,0,0,20,30.30376695
0,14400,78965,90729,4,0,0,2,26,39.68695911
0,14400,89605,106290,20,0,0,4,24,29.30354901
0,14400,45516,63924,,0,0,1,19,40.8719872
0,14400,75360,105737,8,0,0,1,27,24.76189959
0,14400,79288,92391,8,0,1,,41,39.4354969
0,14400,46551,68545,7,0,0,3,49,29.57126338
0,14400,80123,102223,9,2,0,0,30,27.64495462
0,14400,45138,52029,,0,0,0,15,40.13605421
0,14400,111914,142105,3,0,0,1,46,32.91138466
0,14400,100487,118911,11,0,0,0,27,35.85286371
0,14400,78777,103344,5,0,0,1,27,24.35085757
0,14500,52440,62150,4,0,0,0,13,27.19172091
0,14500,71511,88632,9,0,0,2,11,31.54781167
0,14500,54927,63177,3,0,0,0,14,27.06223348
0,14500,,30625,11,,,2,9,33.47451381
0,14500,70896,91652,24,0,0,2,13,41.49281634
0,14500,35799,51720,10,0,0,1,9,18.32493528
0,14500,67956,80318,1,0,0,2,26,31.31641542
1,14500,38986,49970,1,8,1,0,17,47.91452111
1,14500,69115,98900,18,0,0,,11,
0,14500,49348,68000,0.2,0,0,0,25,
1,14500,149000,,25,0,2,0,71,
0,14500,100685,129840,9,0,0,2,32,27.52722705
0,14500,67631,89458,4,0,0,1,4,39.10372517
0,14500,59465,78444,7,,,,,24.53994581
0,14500,,35183,12,,,1,8,32.60500098
0,14500,78503,90558,19,0,0,10,24,36.87623453
0,14500,41911,54985,4,0,0,0,35,38.72467961
0,14600,54040,66442,6,0,0,0,18,34.88343531
0,14600,,66776,8,0,0,0,14,25.96306069
0,14600,15411,50493,24,0,0,0,19,30.56871339
0,14600,58229,74027,2,0,0,0,9,34.12424228
0,14600,68182,83091,5,0,0,0,19,24.68413786
0,14600,46057,63603,,0,0,2,19,41.93203663
0,14600,59658,80384,8,,,,,25.1928694
1,14600,124000,168000,4,0,0,2,29,
0,14600,4810,88000,14,0,1,0,23,
0,14600,206126,235912,10,0,0,0,21,30.18121716
0,14600,28050,49244,9,0,0,1,9,20.82876656
0,14600,16535,46993,24,0,0,0,20,28.1898371
0,14600,76194,106461,4,0,0,1,13,34.52955009
1,14600,21340,44605,13,0,0,0,5,36.46319167
1,14600,67997,87000,11,1,,3,23,
0,14600,82698,104963,30,,1,1,50,33.9742812
0,14600,6871,52457,4,0,0,0,16,17.61790872
0,14600,51613,77912,0,0,0,0,25,32.22445241
0,14600,86199,95034,,0,0,1,25,41.54600252
0,14600,82051,118505,,,,,,35.89056247
0,14600,82837,95796,0,0,0,0,23,42.03308487
0,14600,63475,89430,,0,0,0,19,28.63806277
0,14700,49264,68591,9,0,0,0,18,31.25670012
0,14700,99343,125821,5,,,2,41,39.83207903
0,14700,30306,44195,9,0,1,2,12,29.40493516
0,14700,47177,68456,3,0,0,2,18,34.54253324
0,14700,30210,42751,17,0,0,0,17,23.39736224
1,14700,51829,69136,14,0,0,0,18,35.63539385
1,14700,148396,162403,13,0,0,0,31,35.42841566
0,14700,,,,,,,,24.59537785
0,14700,10098,51653,3,0,0,0,16,18.42392382
0,14700,76888,96552,9,2,0,0,30,29.41770877
0,14700,89448,115380,11,0,0,0,12,40.52479687
1,14700,94672,,14,0,1,0,11,40.31743443
0,14700,106417,123580,9,0,0,3,31,29.31671006
0,14700,27235,39102,8,0,0,2,11,29.15169816
0,14700,77565,101320,6,0,0,0,26,25.27620451
0,14700,33150,46053,8,0,0,2,11,30.69643481
0,14700,65660,81937,2,0,0,1,19,25.19780688
0,14700,35164,68061,5,0,0,1,16,23.11228982
0,14700,14275,90376,14,0,1,0,23,26.84247974
0,14700,76931,94245,5,3,0,0,21,25.43031494
1,14700,63000,89250,4,0,0,0,28,
0,14700,82967,114835,,,,,,34.47807397
0,14700,90662,111778,1,1,1,0,33,31.77010155
0,14700,35832,66260,7,0,0,0,16,23.70535928
0,14800,76875,95893,4,2,0,0,21,24.22469542
